1 1:-0.823875 2:-0.971545 3:-0.818242 4:-0.994232 5:-0.585768 6:-0.907497 7:-0.378607 8:0.0952381 9:0.326733 10:-0.144654 
-1 1:-0.771456 2:-0.973983 3:-0.863633 4:-0.978456 5:-0.585271 6:-0.903507 7:-0.37846 8:-0.571429 9:0.247525 10:-0.18239 
-1 1:-0.943593 2:-0.98917 3:-0.957372 4:-0.996932 5:-0.585721 6:-0.906321 7:-0.378754 8:-0.533333 9:0.227723 10:-0.119497 
1 1:-0.99102 2:-0.997403 3:-0.980229 4:-0.999881 5:-0.585735 6:-0.906631 7:-0.378763 8:-0.361905 9:0.168317 10:-0.0691824 
-1 1:-0.863724 2:-0.992605 3:-0.919631 4:-0.989581 5:-0.585611 6:-0.905672 7:-0.378734 8:-0.2 9:0.247525 10:-0.106918 
-1 1:-0.876682 2:-0.992934 3:-0.923752 4:-0.990333 5:-0.585627 6:-0.905752 7:-0.378749 8:-0.171429 9:0.247525 10:-0.119497 
1 1:-0.986324 2:-0.996412 3:-0.965159 4:-0.999565 5:-0.585736 6:-0.906667 7:-0.378763 8:-0.266667 9:0.207921 10:-0.132075 
-1 1:-0.883361 2:-0.987337 3:-0.913498 4:-0.990973 5:-0.585632 6:-0.905624 7:-0.378796 8:-0.990476 9:0.306931 10:-0.169811 
1 1:-0.94036 2:-0.989109 3:-0.995656 4:-0.996558 5:-0.585736 6:-0.906281 7:-0.378775 8:-0.980952 9:0.326733 10:-0.169811 
-1 1:-0.961241 2:-0.995428 3:-0.948765 4:-0.998048 5:-0.585732 6:-0.906566 7:-0.378746 8:-0.466667 9:0.267327 10:-0.0566038 
-1 1:-0.827485 2:-0.969556 3:-0.894014 4:-0.983784 5:-0.58546 6:-0.904051 7:-0.378853 8:0.0952381 9:0.287129 10:-0.119497 
1 1:-0.933358 2:-0.983474 3:-0.924644 4:-0.997592 5:-0.58574 6:-0.906886 7:-0.378735 8:-0.304762 9:0.346535 10:-0.232704 
-1 1:-0.899842 2:-0.982595 3:-0.937442 4:-0.99424 5:-0.58569 6:-0.905907 7:-0.378777 8:-0.0666667 9:0.50495 10:-0.371069 
1 1:-0.972572 2:-0.993501 3:-0.942353 4:-0.998514 5:-0.585738 6:-0.906748 7:-0.378752 8:-0.342857 9:0.207921 10:-0.0943396 
-1 1:-0.755611 2:-0.968497 3:-0.850579 4:-0.972218 5:-0.585028 6:-0.902263 7:-0.379263 8:0.485714 9:0.227723 10:-0.119497 
1 1:-0.910822 2:-0.978669 3:-0.898704 4:-0.995446 5:-0.585749 6:-0.907104 7:-0.378678 8:-0.219048 9:1 10:-0.371069 
-1 1:-0.724363 2:-0.959642 3:-0.815571 4:-0.963591 5:-0.584523 6:-0.900028 7:-0.378228 8:-0.133333 9:0.386139 10:-0.194969 
1 1:-0.772497 2:-0.972926 3:-0.78672 4:-0.991508 5:-0.585635 6:-0.906974 7:-0.378514 8:-0.371429 9:0.405941 10:-0.220126 
1 1:-0.969136 2:-0.988978 3:-0.943826 4:-0.998366 5:-0.585739 6:-0.906779 7:-0.378751 8:-0.47619 9:0.326733 10:-0.157233 
-1 1:-0.84103 2:-0.978636 3:-0.896734 4:-0.987444 5:-0.585566 6:-0.904977 7:-0.378585 8:-0.0857143 9:0.108911 10:-0.081761 
-1 1:-0.784337 2:-0.979105 3:-0.854993 4:-0.976599 5:-0.585185 6:-0.903539 7:-0.378479 8:0.00952381 9:0.207921 10:-0.119497 
1 1:-0.939555 2:-0.988655 3:-0.916953 4:-0.998091 5:-0.585745 6:-0.906838 7:-0.378755 8:0.171429 9:0.207921 10:-0.0943396 
1 1:-0.944716 2:-0.996265 3:-0.969442 4:-0.990935 5:-0.585756 6:-0.906948 7:-0.378895 8:0.466667 9:0.108911 10:-0.081761 
-1 1:-0.943368 2:-0.992313 3:-0.944647 4:-0.99933 5:-0.585737 6:-0.906667 7:-0.378763 8:0.0761905 9:0.227723 10:-0.119497 
-1 1:-0.871981 2:-0.992444 3:-0.923927 4:-0.992113 5:-0.585659 6:-0.905932 7:-0.378707 8:0.92381 9:0.287129 10:-0.144654 
1 1:-0.974758 2:-0.990556 3:-0.950694 4:-0.998641 5:-0.585739 6:-0.90677 7:-0.378759 8:-0.161905 9:0.326733 10:-0.144654 
-1 1:-0.784902 2:-0.966593 3:-0.884948 4:-0.980026 5:-0.585339 6:-0.903298 7:-0.37873 8:-0.352381 9:0.267327 10:-0.194969 
1 1:-0.963652 2:-0.988349 3:-0.940557 4:-0.998199 5:-0.585739 6:-0.906799 7:-0.378748 8:0.857143 9:0.306931 10:-0.169811 
-1 1:-0.854196 2:-0.988404 3:-0.917359 4:-0.990989 5:-0.585635 6:-0.905667 7:-0.378725 8:0.990476 9:0.306931 10:-0.169811 
1 1:-0.958573 2:-0.985167 3:-0.947479 4:-0.998222 5:-0.585742 6:-0.906845 7:-0.378763 8:-0.447619 9:0.524752 10:-0.194969 
-1 1:-0.8141 2:-0.977696 3:-0.898497 4:-0.983518 5:-0.585479 6:-0.904426 7:-0.378517 8:-0.657143 9:0.0693069 10:-0.0943396 
1 1:-0.953411 2:-0.990635 3:-0.936799 4:-0.998954 5:-0.585736 6:-0.90672 7:-0.378755 8:0.857143 9:0.267327 10:-0.144654 
1 1:-0.978599 2:-0.992499 3:-0.950674 4:-0.998709 5:-0.585737 6:-0.906732 7:-0.378754 8:0.92381 9:0.405941 10:-0.220126 
-1 1:-0.875181 2:-0.982735 3:-0.931713 4:-0.991624 5:-0.585653 6:-0.905581 7:-0.378734 8:1 9:0.306931 10:-0.169811 
-1 1:-0.825831 2:-0.974634 3:-0.905784 4:-0.985234 5:-0.585528 6:-0.904543 7:-0.378548 8:-0.485714 9:0.405941 10:-0.169811 
1 1:-0.9331 2:-0.986936 3:-0.907949 4:-0.99715 5:-0.585746 6:-0.906924 7:-0.378727 8:-0.428571 9:0.386139 10:-0.18239 
-1 1:-0.906702 2:-0.991503 3:-0.936952 4:-0.994495 5:-0.585693 6:-0.9061 7:-0.378757 8:0.771429 9:0.306931 10:-0.169811 
1 1:-0.962627 2:-0.987674 3:-0.938743 4:-0.997402 5:-0.585744 6:-0.906826 7:-0.378786 8:-0.209524 9:0.267327 10:-0.081761 
-1 1:-0.929265 2:-0.984129 3:-0.956657 4:-0.996699 5:-0.585719 6:-0.906231 7:-0.378761 8:1 9:0.306931 10:-0.169811 
1 1:-0.985815 2:-0.98537 3:-0.983781 4:-0.999702 5:-0.585735 6:-0.906667 7:-0.378763 8:-0.114286 9:0.425743 10:-0.18239 
-1 1:-0.821162 2:-0.9864 3:-0.892291 4:-0.984637 5:-0.585478 6:-0.904868 7:-0.378689 8:-0.533333 9:0.346535 10:-0.119497 
1 1:-0.970177 2:-0.986052 3:-0.961118 4:-0.998707 5:-0.585737 6:-0.906745 7:-0.37877 8:0.72381 9:0.425743 10:-0.169811 
-1 1:-0.970983 2:-0.989348 3:-0.9796 4:-0.999119 5:-0.585734 6:-0.906542 7:-0.378762 8:-0.190476 9:0.405941 10:-0.144654 
1 1:-0.992883 2:-0.990045 3:-0.98779 4:-1 5:-0.585735 6:-0.906635 7:-0.378763 8:0.704762 9:0.346535 10:-0.157233 
1 1:-0.313897 2:-0.874128 3:-0.203631 4:-0.987417 5:-0.585217 6:-0.906719 7:-0.37863 8:-0.561905 9:0.386139 10:-0.106918 
-1 1:-0.694639 2:-0.996923 3:-0.787582 4:-0.979585 5:-0.585211 6:-0.905157 7:-0.379185 8:-0.447619 9:0.346535 10:-0.132075 
-1 1:-0.695861 2:-0.99688 3:-0.809218 4:-0.975279 5:-0.585058 6:-0.904825 7:-0.379187 8:-0.361905 9:0.326733 10:-0.157233 
-1 1:-0.693133 2:-0.998316 3:-0.780105 4:-0.978202 5:-0.585347 6:-0.905474 7:-0.379858 8:-0.447619 9:0.366337 10:-0.194969 
1 1:-0.326833 2:-0.888014 3:-0.254951 4:-0.98799 5:-0.585584 6:-0.904479 7:-0.37976 8:1 9:0.306931 10:-0.169811 
-1 1:-0.64633 2:-0.946286 3:-0.810893 4:-0.962194 5:-0.584778 6:-0.900049 7:-0.376717 8:0.790476 9:0.346535 10:-0.194969 
-1 1:-0.620222 2:-0.939654 3:-0.812709 4:-0.963061 5:-0.584645 6:-0.899256 7:-0.377294 8:-0.742857 9:0.326733 10:-0.194969 
1 1:-0.5971 2:-0.951814 3:-0.579673 4:-0.979581 5:-0.58512 6:-0.907586 7:-0.377676 8:0.895238 9:0.306931 10:-0.169811 
-1 1:-0.906192 2:-0.984407 3:-0.953807 4:-0.997806 5:-0.585726 6:-0.906369 7:-0.378765 8:0.0190476 9:0.524752 10:-0.257862 
-1 1:-0.609839 2:-0.928388 3:-0.801952 4:-0.958431 5:-0.584183 6:-0.89684 7:-0.379171 8:-0.0857143 9:0.287129 10:-0.169811 
-1 1:-0.871543 2:-0.987735 3:-0.917283 4:-0.993255 5:-0.585674 6:-0.905929 7:-0.37882 8:-0.304762 9:-0.148515 10:1 
-1 1:-0.73273 2:-0.973757 3:-0.862374 4:-0.981234 5:-0.585379 6:-0.903955 7:-0.379145 8:0.342857 9:0.287129 10:-0.169811 
1 1:-0.895815 2:-0.987467 3:-0.877397 4:-0.997092 5:-0.585741 6:-0.906895 7:-0.378713 8:0.466667 9:0.148515 10:-0.119497 
1 1:-0.64496 2:-0.958245 3:-0.658412 4:-0.991045 5:-0.585756 6:-0.907944 7:-0.378307 8:-0.047619 9:0.287129 10:-0.119497 
-1 1:-0.770021 2:-0.961476 3:-0.877387 4:-0.976708 5:-0.58522 6:-0.902479 7:-0.378702 8:0.0666667 9:0.366337 10:-0.194969 
-1 1:-0.640939 2:-0.940918 3:-0.797164 4:-0.95467 5:-0.583952 6:-0.896871 7:-0.379328 8:-0.504762 9:0.346535 10:-0.194969 
1 1:-0.930547 2:-0.98807 3:-0.915472 4:-0.997408 5:-0.58573 6:-0.906732 7:-0.37873 8:0.238095 9:0.287129 10:-0.144654 
1 1:-0.830504 2:-0.976397 3:-0.82891 4:-0.99252 5:-0.585678 6:-0.907008 7:-0.378551 8:-0.219048 9:0.782178 10:-1 
1 1:-0.858398 2:-0.978755 3:-0.863865 4:-0.993846 5:-0.585667 6:-0.906593 7:-0.3787 8:-0.409524 9:0.207921 10:-0.0440252 
1 1:-0.626655 2:-0.955631 3:-0.648324 4:-0.986135 5:-0.58534 6:-0.90628 7:-0.378606 8:-1 9:0.306931 10:-0.169811 
-1 1:-0.751101 2:-0.953846 3:-0.881181 4:-0.983501 5:-0.585441 6:-0.90347 7:-0.378922 8:-0.666667 9:0.287129 10:-0.132075 
-1 1:-0.887772 2:-0.976768 3:-0.950538 4:-0.995751 5:-0.58571 6:-0.906029 7:-0.378766 8:-0.219048 9:0.346535 10:-0.0566038 
1 1:-0.88798 2:-0.981465 3:-0.892165 4:-0.99673 5:-0.585724 6:-0.906786 7:-0.378711 8:0.952381 9:0.306931 10:-0.169811 
1 1:-0.679276 2:-0.959082 3:-0.704466 4:-0.987086 5:-0.585465 6:-0.906918 7:-0.378338 8:-0.542857 9:0.386139 10:-0.157233 
-1 1:-0.727081 2:-0.950803 3:-0.878131 4:-0.977714 5:-0.585272 6:-0.902336 7:-0.379052 8:0.838095 9:0.405941 10:-0.194969 
2 1:-0.162472 2:-0.759732 3:-0.960747 4:-0.662509 5:-0.601796 6:-0.763916 7:-0.381065 8:1 9:0.306931 10:-0.169811 
2 1:-0.749025 2:-0.919927 3:-0.982951 4:-0.975062 5:-0.585865 6:-0.901003 7:-0.378385 8:0.0952381 9:0.227723 10:-0.119497 
-2 1:-0.643897 2:-0.743725 3:-0.979763 4:-0.975678 5:-0.585512 6:-0.895973 7:-0.37877 8:0.752381 9:0.346535 10:-0.169811 
2 1:-0.649946 2:-0.909443 3:-0.958549 4:-0.96054 5:-0.586327 6:-0.896931 7:-0.378105 8:0.990476 9:0.306931 10:-0.169811 
-2 1:-0.82451 2:-0.870554 3:-0.99795 4:-0.998847 5:-0.585734 6:-0.906408 7:-0.378762 8:0.561905 9:0.227723 10:-0.119497 
-2 1:-0.790781 2:-0.853038 3:-0.994106 4:-0.995766 5:-0.585726 6:-0.905243 7:-0.378761 8:-0.428571 9:0.029703 10:0.748428 
-2 1:-0.743611 2:-0.827894 3:-0.978642 4:-0.99007 5:-0.585686 6:-0.9056 7:-0.378838 8:-0.47619 9:0.485149 10:-0.194969 
2 1:-0.879712 2:-0.952256 3:-0.945115 4:-0.999676 5:-0.585735 6:-0.906696 7:-0.378764 8:-0.780952 9:0.346535 10:-0.194969 
2 1:-0.912318 2:-0.964486 3:-0.976908 4:-0.999642 5:-0.585736 6:-0.906678 7:-0.378763 8:-0.609524 9:0.366337 10:-0.194969 
-2 1:-0.762706 2:-0.82998 3:-0.996671 4:-0.996167 5:-0.585729 6:-0.905257 7:-0.378762 8:0.685714 9:0.346535 10:-0.18239 
-2 1:-0.842843 2:-0.883997 3:-0.99468 4:-0.997708 5:-0.585732 6:-0.906015 7:-0.378764 8:0.428571 9:0.346535 10:-0.132075 
-2 1:-0.688755 2:-0.778385 3:-0.978937 4:-0.982458 5:-0.585595 6:-0.899572 7:-0.378768 8:-0.190476 9:0.623762 10:-0.295597 
-2 1:-0.693352 2:-0.771538 3:-0.990705 4:-0.991783 5:-0.585705 6:-0.903377 7:-0.378766 8:0.504762 9:0.524752 10:-0.232704 
-2 1:-0.721377 2:-0.794304 3:-0.992646 4:-0.992935 5:-0.585714 6:-0.903912 7:-0.378764 8:0.8 9:0.386139 10:-0.194969 
2 1:-0.788343 2:-0.928308 3:-0.971353 4:-0.988607 5:-0.585783 6:-0.904207 7:-0.378605 8:0.714286 9:0.584158 10:-0.320755 
2 1:-0.749156 2:-0.916869 3:-0.96645 4:-0.984491 5:-0.585796 6:-0.903251 7:-0.378464 8:-0.4 9:0.326733 10:0.157233 
2 1:-0.848563 2:-0.948644 3:-0.956501 4:-0.998648 5:-0.585733 6:-0.906604 7:-0.378755 8:0.67619 9:0.405941 10:-0.194969 
2 1:-0.836657 2:-0.940271 3:-0.95655 4:-0.998498 5:-0.585734 6:-0.906508 7:-0.378752 8:-0.8 9:0.346535 10:-0.194969 
-2 1:-0.722155 2:-0.793764 3:-0.992225 4:-0.991867 5:-0.585708 6:-0.903456 7:-0.378763 8:-0.457143 9:0.405941 10:-0.169811 
-2 1:-0.692442 2:-0.778587 3:-0.988789 4:-0.98766 5:-0.585675 6:-0.901576 7:-0.378762 8:0.980952 9:0.148515 10:-0.157233 
2 1:-0.0934404 2:-0.773596 3:-0.774639 4:-0.830402 5:-0.59717 6:-0.84126 7:-0.361747 8:0.514286 9:0.346535 10:-0.157233 
-2 1:-0.579408 2:-0.763321 3:-0.910672 4:-0.986113 5:-0.585884 6:-0.909066 7:-0.378456 8:0.466667 9:0.287129 10:-0.132075 
-2 1:-0.662209 2:-0.785359 3:-0.971406 4:-0.98024 5:-0.585542 6:-0.898784 7:-0.378813 8:0.333333 9:0.326733 10:-0.144654 
-2 1:-0.648998 2:-0.797873 3:-0.881573 4:-0.914011 5:-0.58214 6:-0.872993 7:-0.378771 8:0.238095 9:0.326733 10:-0.157233 
-2 1:-0.371082 2:-0.697774 3:-0.681499 4:-0.86941 5:-0.584075 6:-0.882934 7:-0.354374 8:0.457143 9:0.326733 10:-0.169811 
-2 1:-0.675588 2:-0.783327 3:-0.977792 4:-0.990875 5:-0.585683 6:-0.903199 7:-0.378792 8:0.914286 9:0.306931 10:-0.169811 
-2 1:-0.588082 2:-0.728063 3:-0.966888 4:-0.964418 5:-0.585229 6:-0.890597 7:-0.378738 8:-0.666667 9:0.366337 10:-0.157233 
2 1:-0.304259 2:-0.823103 3:-0.926669 4:-0.813564 5:-0.592072 6:-0.842485 7:-0.364375 8:0.780952 9:0.405941 10:-0.194969 
-2 1:-0.526289 2:-0.710553 3:-0.899729 4:-0.865017 5:-0.57923 6:-0.844236 7:-0.378966 8:-0.619048 9:0.306931 10:-0.119497 
-2 1:-0.422816 2:-0.979987 3:-0.976595 4:-0.979517 5:-0.585767 6:-0.905681 7:-0.378353 8:-0.685714 9:0.366337 10:-0.157233 
2 1:-0.173649 2:-0.781102 3:-0.945756 4:-0.677831 5:-0.603223 6:-0.775784 7:-0.384014 8:-0.571429 9:0.306931 10:-0.144654 
-2 1:-0.627674 2:-1 3:-0.902991 4:-0.995707 5:-0.585711 6:-0.906671 7:-0.378823 8:-0.752381 9:0.306931 10:-0.18239 
2 1:0.277806 2:-0.652709 3:-0.880777 4:-0.128717 5:-0.682048 6:-0.473393 7:-0.232866 8:0.047619 9:0.346535 10:-0.194969 
2 1:0.846509 2:-0.358312 3:-0.815199 4:0.97835 5:-1 6:0.466177 7:-0.986848 8:-0.904762 9:0.287129 10:-0.157233 
2 1:-0.336937 2:-0.834298 3:-0.947302 4:-0.816712 5:-0.592625 6:-0.843071 7:-0.372351 8:0.904762 9:0.326733 10:-0.169811 
2 1:-0.164466 2:-0.782708 3:-0.927698 4:-0.693553 5:-0.602531 6:-0.784353 7:-0.359395 8:0.0952381 9:0.128713 10:-0.0691824 
-2 1:-0.664943 2:-0.770934 3:-0.971674 4:-0.985773 5:-0.585617 6:-0.900703 7:-0.378775 8:0.104762 9:0.148515 10:-0.119497 
-2 1:-0.114749 2:-0.449387 3:-0.791433 4:-0.503544 5:-0.52073 6:-0.587978 7:-0.406533 8:-0.590476 9:0.306931 10:-0.144654 
-2 1:-0.601758 2:-0.720893 3:-0.972796 4:-0.957904 5:-0.585145 6:-0.887334 7:-0.378737 8:0.914286 9:0.306931 10:-0.169811 
-2 1:-0.581277 2:-0.710075 3:-0.965824 4:-0.951921 5:-0.584928 6:-0.884406 7:-0.378736 8:0.704762 9:0.366337 10:-0.169811 
-2 1:-0.0436629 2:-0.532675 3:-0.12304 4:0.0606063 5:-0.165104 6:-0.277692 7:-0.493317 8:0.761905 9:0.306931 10:-0.157233 
-2 1:-0.63958 2:-0.964208 3:-0.710456 4:-0.881788 5:-0.577354 6:-0.886285 7:-0.386456 8:0.752381 9:0.346535 10:-0.18239 
2 1:-0.164625 2:-0.741269 3:-0.829951 4:-0.811265 5:-0.591978 6:-0.833467 7:-0.350726 8:0.942857 9:0.306931 10:-0.169811 
2 1:-0.108376 2:-0.706632 3:-0.825615 4:-0.782019 5:-0.598735 6:-0.811803 7:-0.352214 8:0.87619 9:0.346535 10:-0.169811 
2 1:0.37774 2:-0.555221 3:-0.681486 4:-0.517507 5:-0.643939 6:-0.644827 7:-0.261461 8:0.914286 9:0.306931 10:-0.169811 
2 1:0.515555 2:-0.46503 3:-0.583076 4:-0.427685 5:-0.68152 6:-0.561813 7:-0.233203 8:-0.847619 9:0.346535 10:-0.18239 
-2 1:-0.610338 2:-0.713182 3:-0.983424 4:-0.977858 5:-0.58556 6:-0.89632 7:-0.378783 8:-0.285714 9:0.267327 10:-0.144654 
-2 1:-0.614239 2:-0.720741 3:-0.978383 4:-0.974975 5:-0.585494 6:-0.895151 7:-0.378768 8:-0.342857 9:0.346535 10:-0.157233 
-2 1:-0.589583 2:-0.702684 3:-0.972154 4:-0.965833 5:-0.585299 6:-0.890438 7:-0.378765 8:-0.552381 9:0.247525 10:-0.144654 
2 1:-0.322319 2:-0.772434 3:-0.797035 4:-0.943211 5:-0.587081 6:-0.887277 7:-0.373983 8:-0.00952381 9:0.346535 10:-0.169811 
2 1:-0.217476 2:-0.72992 3:-0.802688 4:-0.901207 5:-0.588915 6:-0.867961 7:-0.368148 8:-0.619048 9:0.267327 10:-0.157233 
-2 1:-0.696825 2:-0.782819 3:-0.980918 4:-0.984203 5:-0.585622 6:-0.90028 7:-0.378776 8:-0.361905 9:0.247525 10:-0.119497 
-2 1:-0.370283 2:-0.543121 3:-0.980172 4:-0.973003 5:-0.585476 6:-0.892303 7:-0.378771 8:0.4 9:0.247525 10:-0.169811 
2 1:-0.16606 2:-0.718603 3:-0.849064 4:-0.819017 5:-0.595349 6:-0.828556 7:-0.36128 8:0.428571 9:0.267327 10:-0.169811 
2 1:-0.508509 2:-0.853321 3:-0.924229 4:-0.947932 5:-0.586684 6:-0.891218 7:-0.376601 8:-0.0380952 9:0.366337 10:-0.157233 
-2 1:-0.734533 2:-0.81509 3:-0.983306 4:-0.994359 5:-0.585721 6:-0.905334 7:-0.378803 8:0.333333 9:0.267327 10:-0.169811 
-2 1:-0.672608 2:-0.759912 3:-0.993693 4:-0.990538 5:-0.585705 6:-0.902666 7:-0.378762 8:-0.809524 9:0.326733 10:-0.169811 
-2 1:-0.604875 2:-0.722365 3:-0.981476 4:-0.978037 5:-0.585561 6:-0.896803 7:-0.378893 8:-0.352381 9:0.366337 10:-0.194969 
2 1:-0.314905 2:-0.826889 3:-0.985787 4:-0.89913 5:-0.585245 6:-0.89967 7:-0.375398 8:-0.533333 9:0.306931 10:-0.169811 
2 1:-0.122041 2:-0.700265 3:-0.852437 4:-0.791805 5:-0.598412 6:-0.813488 7:-0.360346 8:0.380952 9:0.267327 10:-0.157233 
-2 1:-0.564588 2:-0.713851 3:-0.964194 4:-0.956163 5:-0.585016 6:-0.886512 7:-0.378738 8:-0.704762 9:0.287129 10:-0.157233 
2 1:-0.0688448 2:-0.685411 3:-0.870644 4:-0.719727 5:-0.606517 6:-0.774186 7:-0.361894 8:0.895238 9:0.306931 10:-0.169811 
2 1:-0.0751293 2:-0.724098 3:-0.875771 4:-0.703581 5:-0.605155 6:-0.775249 7:-0.348918 8:-0.0666667 9:0.267327 10:-0.169811 
-2 1:-0.507715 2:-0.713819 3:-0.92664 4:-0.908833 5:-0.582647 6:-0.864275 7:-0.378865 8:0.67619 9:0.326733 10:-0.169811 
-2 1:-0.521138 2:-0.694192 3:-0.94384 4:-0.920156 5:-0.583521 6:-0.868352 7:-0.378664 8:0.114286 9:0.306931 10:-0.106918 
-2 1:-0.556857 2:-0.704201 3:-0.961894 4:-0.949575 5:-0.58482 6:-0.882822 7:-0.378836 8:0.295238 9:0.386139 10:-0.194969 
-2 1:-0.48508 2:-0.661899 3:-0.948602 4:-0.922398 5:-0.583705 6:-0.867426 7:-0.378775 8:0.047619 9:0.306931 10:-0.169811 
2 1:-0.0202617 2:-0.710095 3:-0.914179 4:-0.542371 5:-0.619002 6:-0.697183 7:-0.339714 8:0.304762 9:0.346535 10:-0.18239 
2 1:0.0911392 2:-0.675398 3:-0.799534 4:-0.619975 5:-0.622289 6:-0.72754 7:-0.326232 8:1 9:0.306931 10:-0.169811 
2 1:0.12231 2:-0.643377 3:-0.798381 4:-0.566142 5:-0.631536 6:-0.689663 7:-0.318431 8:-0.828571 9:0.287129 10:-0.157233 
-2 1:0.100821 2:-0.548374 3:-0.00815723 4:-0.04944 5:-0.323059 6:-0.354813 7:-1 8:0.961905 9:0.287129 10:-0.169811 
